LAMMPS Atom File

          768 atoms
          512 bonds
          256 angles
            0 dihedrals
            0 impropers

        2 atom types
        1 bond types
        1 angle types

     0.00000   20.60000  xlo xhi
     0.00000   20.60000  ylo yhi
     0.00000   20.60000  zlo zhi

Masses

	1	15.9994
	2	1.00794

Atoms

    388  130  1 -0.8476     13.691   9.501  16.601
    389  130  2  0.4238     14.081  10.391  16.801
    390  130  2  0.4238     13.791   9.301  15.631
    391  131  1 -0.8476      8.150   5.720   3.250
    392  131  2  0.4238      8.220   4.830   2.790
    393  131  2  0.4238      7.210   6.060   3.170
    394  132  1 -0.8476     16.571   6.040  12.061
    395  132  2  0.4238     16.191   5.350  12.681
    396  132  2  0.4238     17.391   5.680  11.621
    397  133  1 -0.8476      2.520  15.641  17.441
    398  133  2  0.4238      2.220  16.211  18.201
    399  133  2  0.4238      2.450  14.671  17.701
    400  134  1 -0.8476      6.710   4.640  12.691
    401  134  2  0.4238      6.370   3.750  12.391
    402  134  2  0.4238      6.970   5.180  11.891
    403  135  1 -0.8476      9.300  16.781  14.651
    404  135  2  0.4238      9.060  16.601  13.701
    405  135  2  0.4238      9.600  17.721  14.751
    406  136  1 -0.8476      4.730   5.000   1.910
    407  136  2  0.4238      5.340   5.800   1.950
    408  136  2  0.4238      3.780   5.310   1.980
    409  137  1 -0.8476      1.590  11.371  14.661
    410  137  2  0.4238      1.810  10.761  15.421
    411  137  2  0.4238      1.690  10.881  13.801
    412  138  1 -0.8476     13.471  10.591  12.341
    413  138  2  0.4238     13.711   9.961  11.601
    414  138  2  0.4238     12.571  10.991  12.161
    415  139  1 -0.8476     13.021   8.550   3.090
    416  139  2  0.4238     12.161   8.240   3.510
    417  139  2  0.4238     12.981   8.410   2.100
    418  140  1 -0.8476     17.591  17.471  11.541
    419  140  2  0.4238     18.201  17.771  10.811
    420  140  2  0.4238     17.211  16.581  11.321
    421  141  1 -0.8476     12.521  17.311  11.281
    422  141  2  0.4238     13.361  17.361  10.741
    423  141  2  0.4238     12.291  16.351  11.461
    424  142  1 -0.8476      0.830  12.581  10.221
    425  142  2  0.4238      0.780  12.571  11.221
    426  142  2  0.4238      0.000  12.171   9.841
    427  143  1 -0.8476      6.880  16.621  17.161
    428  143  2  0.4238      6.320  17.431  17.251
    429  143  2  0.4238      7.400  16.661  16.301
    430  144  1 -0.8476      9.030   0.860   1.330
    431  144  2  0.4238      9.540   0.870   0.470
    432  144  2  0.4238      9.590   0.440   2.040
    433  145  1 -0.8476     17.261   1.350   5.230
    434  145  2  0.4238     17.991   1.180   4.560
    435  145  2  0.4238     16.951   0.480   5.610
    436  146  1 -0.8476     13.881  15.731   4.770
    437  146  2  0.4238     14.551  15.851   4.030
    438  146  2  0.4238     13.481  16.621   5.000
    439  147  1 -0.8476      1.300  17.941  18.511
    440  147  2  0.4238      0.890  17.201  19.041
    441  147  2  0.4238      1.940  18.451  19.091
    442  148  1 -0.8476     12.801   9.270   6.720
    443  148  2  0.4238     13.401   8.460   6.740
    444  148  2  0.4238     13.201   9.960   6.120
    445  149  1 -0.8476      8.300  12.731  14.221
    446  149  2  0.4238      8.250  13.061  15.171
    447  149  2  0.4238      7.440  12.921  13.761
    448  150  1 -0.8476      6.720  16.161   1.540
    449  150  2  0.4238      6.810  16.261   0.550
    450  150  2  0.4238      6.320  15.271   1.750
    451  151  1 -0.8476     16.501  17.201  13.941
    452  151  2  0.4238     17.031  17.301  13.101
    453  151  2  0.4238     16.231  18.101  14.281
    454  152  1 -0.8476     18.411   1.750   9.631
    455  152  2  0.4238     18.801   0.900   9.271
    456  152  2  0.4238     17.431   1.770   9.441
    457  153  1 -0.8476      2.630   3.260   7.200
    458  153  2  0.4238      1.840   3.770   6.860
    459  153  2  0.4238      2.540   3.110   8.180
    460  154  1 -0.8476     11.941  16.121   0.310
    461  154  2  0.4238     12.001  15.191   0.680
    462  154  2  0.4238     11.351  16.121  -0.490
    463  155  1 -0.8476      8.220  10.021  13.721
    464  155  2  0.4238      8.620  10.011  12.801
    465  155  2  0.4238      8.320  10.941  14.121
    466  156  1 -0.8476      9.160   9.100   2.910
    467  156  2  0.4238      9.790   9.480   2.230
    468  156  2  0.4238      9.560   8.270   3.300
    469  157  1 -0.8476     15.041  16.071   0.440
    470  157  2  0.4238     14.121  16.441   0.510
    471  157  2  0.4238     15.421  16.271  -0.460
    472  158  1 -0.8476      3.720  12.881  14.901
    473  158  2  0.4238      3.590  13.811  14.561
    474  158  2  0.4238      2.880  12.361  14.771
    475  159  1 -0.8476     16.141  12.921  12.891
    476  159  2  0.4238     16.741  12.951  13.691
    477  159  2  0.4238     15.391  13.561  13.021
    478  160  1 -0.8476     10.391  10.981   6.960
    479  160  2  0.4238      9.691  10.511   7.500
    480  160  2  0.4238     10.981  10.301   6.530
    481  161  1 -0.8476     10.141   2.360   9.711
    482  161  2  0.4238     10.061   2.000   8.781
    483  161  2  0.4238     10.121   1.600  10.361
    484  162  1 -0.8476      5.900  14.871   4.910
    485  162  2  0.4238      6.320  14.291   4.210
    486  162  2  0.4238      5.460  15.661   4.470
    487  163  1 -0.8476     17.091   3.850  13.811
    488  163  2  0.4238     17.821   4.540  13.851
    489  163  2  0.4238     17.371   3.100  13.221
    490  164  1 -0.8476      2.550  13.481   2.900
    491  164  2  0.4238      1.590  13.491   2.630
    492  164  2  0.4238      2.670  14.011   3.740
    493  165  1 -0.8476      6.720   2.030  14.891
    494  165  2  0.4238      7.620   1.870  14.491
    495  165  2  0.4238      6.800   2.080  15.881
    496  166  1 -0.8476      0.750   3.450   0.330
    497  166  2  0.4238     -0.170   3.170   0.040
    498  166  2  0.4238      1.060   4.220  -0.230
    499  167  1 -0.8476     14.401   8.560  13.981
    500  167  2  0.4238     13.831   9.080  13.351
    501  167  2  0.4238     15.361   8.680  13.741
    502  168  1 -0.8476     11.831  13.351   1.190
    503  168  2  0.4238     10.841  13.241   1.210
    504  168  2  0.4238     12.171  13.501   2.120
    505  169  1 -0.8476      6.130   8.420  14.311
    506  169  2  0.4238      6.690   9.230  14.141
    507  169  2  0.4238      6.720   7.620  14.341
    508  170  1 -0.8476     14.931  17.671   9.591
    509  170  2  0.4238     15.261  18.311   8.901
    510  170  2  0.4238     15.591  17.611  10.341
    511  171  1 -0.8476      7.160   5.650  17.081
    512  171  2  0.4238      7.350   6.300  17.821
    513  171  2  0.4238      7.760   4.850  17.171
    514  172  1 -0.8476     14.501  12.201  16.331
    515  172  2  0.4238     14.411  12.101  17.321
    516  172  2  0.4238     15.461  12.131  16.071
    517  173  1 -0.8476      3.900  17.411  15.601
    518  173  2  0.4238      2.990  17.821  15.581
    519  173  2  0.4238      3.830  16.471  15.921
    520  174  1 -0.8476     16.741   8.830  12.541
    521  174  2  0.4238     16.471   7.940  12.171
    522  174  2  0.4238     16.751   9.510  11.811
    523  175  1 -0.8476     12.251   3.250   4.490
    524  175  2  0.4238     12.901   2.510   4.380
    525  175  2  0.4238     12.451   3.750   5.330
    526  176  1 -0.8476      5.940   7.450   6.520
    527  176  2  0.4238      6.440   8.300   6.330
    528  176  2  0.4238      5.060   7.470   6.040
    529  177  1 -0.8476     17.771   3.420  16.421
    530  177  2  0.4238     17.601   3.730  15.481
    531  177  2  0.4238     16.931   3.050  16.801
    532  178  1 -0.8476     17.301   9.341  15.171
    533  178  2  0.4238     17.681  10.251  15.321
    534  178  2  0.4238     17.221   9.171  14.181
    535  179  1 -0.8476      8.590  13.741   0.160
    536  179  2  0.4238      8.130  13.891   1.040
    537  179  2  0.4238      9.030  14.591  -0.140
    538  180  1 -0.8476      6.610  17.901   9.531
    539  180  2  0.4238      6.150  18.781   9.401
    540  180  2  0.4238      7.600  18.021   9.461
    541  181  1 -0.8476     14.081  18.511  17.201
    542  181  2  0.4238     13.121  18.401  16.931
    543  181  2  0.4238     14.641  17.841  16.721
    544  182  1 -0.8476      8.590   9.561   8.610
    545  182  2  0.4238      9.130   8.871   9.090
    546  182  2  0.4238      8.270  10.251   9.270
    547  183  1 -0.8476     10.831   9.841   0.870
    548  183  2  0.4238     10.601  10.371   0.050
    549  183  2  0.4238     11.641   9.281   0.680
    550  184  1 -0.8476     18.611  15.691   8.510
